date,future_return_5d,signal,strategy_return,equity
2020-12-09,0.4632413679167353,1,0.0,0.7990198052678836
2020-12-16,-0.5614503488071656,0,-0.5614503488071656,0.3504098568963968
2020-12-23,-0.3102360043907792,0,-0.0,0.3504098568963968
2020-12-30,0.054153671675645,0,0.0,0.3504098568963968
2021-01-06,-0.1502619760479042,0,-0.0,0.3504098568963968
2021-01-13,-0.2553912159873546,0,-0.0,0.3504098568963968
2021-01-20,0.5164964650432049,0,0.0,0.3504098568963968
2021-01-27,0.6484981102048935,1,0.0,0.3504098568963968
2021-02-03,0.0235789851174466,1,0.0235789851174466,0.35867216569716354
2021-02-10,1.3642369522131692,1,1.3642369522131692,0.8479859878715588
2021-02-17,0.5551175132676269,1,0.5551175132676269,1.3187178607446106
2021-02-24,0.4887334887334886,1,0.4887334887334886,1.963219441481487
2021-03-03,0.3702184143839748,1,0.3702184143839748,2.6900394301945556
2021-03-10,-0.0768152754664096,0,-0.0768152754664096,2.4834033103486575
2021-03-17,-0.5671572280178838,0,-0.0,2.4834033103486575
2021-03-24,0.0315912636505459,0,0.0,2.4834033103486575
2021-03-31,-0.5303583855254002,0,-0.0,2.4834033103486575
2021-04-07,-0.5525319242624394,0,-0.0,2.4834033103486575
2021-04-14,-0.2869070208728653,0,-0.0,2.4834033103486575
2021-04-21,-0.0335700451904454,0,-0.0,2.4834033103486575
2021-04-28,0.1218336483931947,0,0.0,2.4834033103486575
2021-05-05,-0.1668827560659382,0,-0.0,2.4834033103486575
2021-05-12,0.6170045266679787,1,0.0,2.4834033103486575
2021-05-19,-0.02700904736562,0,-0.02700904736562,2.416328952711513
2021-05-26,-0.0750389668225338,0,-0.0,2.416328952711513
2021-06-02,-0.5003791389333558,0,-0.0,2.416328952711513
2021-06-09,0.6974210760337929,0,0.0,2.416328952711513
2021-06-16,-0.0496592015579356,0,-0.0,2.416328952711513
2021-06-23,0.4077669902912622,1,0.0,2.416328952711513
2021-06-30,1.6995666827154552,1,1.6995666827154552,6.523041135220729
2021-07-07,-0.2355817875210792,0,-0.2355817875210792,4.9863314445119
2021-07-14,-0.3872953503601832,0,-0.0,4.9863314445119
2021-07-21,-0.1257684426229507,0,-0.0,4.9863314445119
2021-07-28,-0.535016998542982,0,-0.0,4.9863314445119
2021-08-04,-0.4324950954164437,0,-0.0,4.9863314445119
2021-08-11,1.249503639973527,0,0.0,4.9863314445119
2021-08-18,1.5309961522017956,1,0.0,4.9863314445119
2021-08-25,-0.017579841781424,0,-0.017579841781424,4.898672526647641
2021-09-01,1.4117401295174434,1,0.0,4.898672526647641
2021-09-08,0.6543054682589566,1,0.6543054682589566,8.103900748043113
2021-09-15,0.0528586839266451,1,0.0528586839266451,8.532262276256827
2021-09-22,-0.0288006756756757,0,-0.0288006756756757,8.286527357658551
2021-09-29,0.1999701759618251,1,0.0,8.286527357658551
2021-10-06,-0.2620181896925075,0,-0.2620181896925075,6.115306460567419
2021-10-13,-0.6129369300911854,0,-0.0,6.115306460567419
2021-10-20,-0.4754098360655737,0,-0.0,6.115306460567419
2021-10-27,-0.2665449169492998,0,-0.0,6.115306460567419
2021-11-03,-0.1370697154218964,0,-0.0,6.115306460567419
2021-11-10,-0.1092723004694835,0,-0.0,6.115306460567419
2021-11-17,-0.0120245398773006,0,-0.0,6.115306460567419
2021-11-24,0.6226917613636365,0,0.0,6.115306460567419
2021-12-01,0.237846810528812,1,0.0,6.115306460567419
2021-12-08,0.480270737327189,1,0.480270737327189,9.052309203365857
2021-12-15,-0.015417050994861,0,-0.015417050994861,8.912749290756315
2021-12-22,1.2704918032786887,1,0.0,8.912749290756315
2021-12-29,-0.2262829631250684,0,-0.2262829631250684,6.8959459716531235
2022-01-05,-0.5982758620689655,0,-0.0,6.8959459716531235
2022-01-12,-0.2764860394980056,0,-0.0,6.8959459716531235
2022-01-19,-0.3217344753747323,0,-0.0,6.8959459716531235
2022-01-26,-0.4233672464719396,0,-0.0,6.8959459716531235
2022-02-02,-0.3698203931551406,0,-0.0,6.8959459716531235
2022-02-09,1.4022412970910825,0,0.0,6.8959459716531235
2022-02-16,0.5128411994083635,1,0.0,6.8959459716531235
2022-02-23,0.8370165745856353,1,0.8370165745856353,12.667967047373832
2022-03-02,0.8681464617719596,1,0.8681464617719596,23.6656178173952
2022-03-09,1.6427289048473963,1,1.6427289048473963,62.541812257101846
2022-03-16,0.072456575682382,1,0.072456575682382,67.07337781022187
2022-03-23,-0.1411430095102658,0,-0.1411430095102658,57.60643940806807
2022-03-30,0.1600429645542427,1,0.0,57.60643940806807
2022-04-06,-0.1774144409464811,0,-0.1774144409464811,47.38622516556834
2022-04-13,-0.5484035326086957,0,-0.0,47.38622516556834
2022-04-20,0.014807959278112,0,0.0,47.38622516556834
2022-04-27,-0.2020076580772016,0,-0.0,47.38622516556834
2022-05-04,-0.3478703703703703,0,-0.0,47.38622516556834
2022-05-11,0.0643209876543209,0,0.0,47.38622516556834
2022-05-18,0.7989845806694247,1,0.0,47.38622516556834
2022-05-25,-0.5325125398996808,0,-0.5325125398996808,22.152466046393368
2022-06-01,0.1570483724549345,1,0.0,22.152466046393368
2022-06-08,0.685787306545506,1,0.685787306545506,37.34434606969025
2022-06-15,-0.5243011251594942,0,-0.5243011251594942,17.76466340700612
2022-06-22,-0.425211665098777,0,-0.0,17.76466340700612
2022-06-29,1.062621927428795,0,0.0,17.76466340700612
2022-07-06,0.0867518493611296,1,0.0,17.76466340700612
2022-07-13,-0.1585109071001432,0,-0.1585109071001432,14.948770496032859
2022-07-20,1.2123872226286272,1,0.0,14.948770496032859
2022-07-27,0.9723586106564828,1,0.9723586106564828,29.48433620657799
2022-08-03,-0.3907121914310035,0,-0.3907121914310035,17.964446594417424
2022-08-10,0.044657590759076,1,0.0,17.964446594417424
2022-08-17,-0.5107596837153437,0,-0.5107596837153437,8.788931533731597
2022-08-24,-0.4614791138542929,0,-0.0,8.788931533731597
2022-08-31,-0.4156371012354785,0,-0.0,8.788931533731597
2022-09-07,-0.000620925178516,0,-0.0,8.788931533731597
2022-09-14,-0.5288774805015303,0,-0.0,8.788931533731597
2022-09-21,0.3091243862520458,0,0.0,8.788931533731597
2022-09-28,1.2795742939009416,1,0.0,8.788931533731597
2022-10-05,0.8876617229409909,1,0.8876617229409909,16.590529641774193
2022-10-12,-0.2620378999689344,0,-0.2620378999689344,12.243182095071328
2022-10-19,0.559723386420788,1,0.0,12.243182095071328
2022-10-26,0.3841225191436159,1,0.3841225191436159,16.94606404376414
2022-11-02,-0.3646974322140419,0,-0.3646974322140419,10.765878000868653
2022-11-09,-0.2416415914409896,0,-0.0,10.765878000868653
2022-11-16,0.3081456535466218,0,0.0,10.765878000868653
2022-11-23,-0.2400913610103453,0,-0.0,10.765878000868653
2022-11-30,-0.2422942305521056,0,-0.0,10.765878000868653
2022-12-07,-0.3362068965517242,0,-0.0,10.765878000868653
2022-12-14,0.0600683346191999,0,0.0,10.765878000868653
2022-12-21,0.8119066773934032,1,0.0,10.765878000868653
2022-12-28,-0.2904879773691654,0,-0.2904879773691654,7.638519875793126
2023-01-04,-0.2674713157502608,0,-0.0,7.638519875793126
2023-01-11,-0.0274643389397487,0,-0.0,7.638519875793126
2023-01-18,-0.0903514244125599,0,-0.0,7.638519875793126
2023-01-25,-0.5591865731284966,0,-0.0,7.638519875793126
2023-02-01,0.5848492399700971,0,0.0,7.638519875793126
2023-02-08,1.0002034174125307,1,0.0,7.638519875793126
2023-02-15,0.4122154115586691,1,0.4122154115586691,10.787235490092263
2023-02-22,-0.1487027088810149,0,-0.1487027088810149,9.183144351378122
2023-03-01,0.4093473005640611,1,0.0,9.183144351378122
2023-03-08,-0.3389937106918239,0,-0.3389937106918239,6.07011617188579
2023-03-15,-0.0423065188650462,0,-0.0,6.07011617188579
2023-03-22,-0.2057045419314835,0,-0.0,6.07011617188579
2023-03-29,-0.4296455424274974,0,-0.0,6.07011617188579
2023-04-05,0.6010577472841625,0,0.0,6.07011617188579
2023-04-12,1.823977164605138,1,0.0,6.07011617188579
2023-04-19,-0.4443028565360518,0,-0.4443028565360518,3.3731462172112496
2023-04-26,0.1855971896955504,1,0.0,3.3731462172112496
2023-05-03,0.5955743879472695,1,0.5955743879472695,5.382105710983487
2023-05-10,0.0669583072939916,1,0.0669583072939916,5.742482399068267
2023-05-17,-0.636455525606469,0,-0.636455525606469,2.087647745483376
2023-05-24,0.5797821517294095,1,0.0,2.087647745483376
2023-05-31,0.8134979423868314,1,0.8134979423868314,3.7859448908626097
2023-06-07,0.285039834759516,1,0.285039834759516,4.8650899969627215
2023-06-14,-0.3357041251778094,0,-0.3357041251778094,3.2318592156210393
2023-06-21,0.989805375347544,1,0.0,3.2318592156210393
2023-06-28,0.3481311237450102,1,0.3481311237450102,4.356969996140859
2023-07-05,-0.623037124444041,0,-0.623037124444041,1.6424159384562937
2023-07-12,-0.211251435132032,0,-0.0,1.6424159384562937
2023-07-19,0.185917621866734,0,0.0,1.6424159384562937
2023-07-26,-0.4011411271541686,0,-0.0,1.6424159384562937
2023-08-02,-0.5774786899955137,0,-0.0,1.6424159384562937
2023-08-09,0.1769804960269685,0,0.0,1.6424159384562937
2023-08-16,-0.3282387190684134,0,-0.0,1.6424159384562937
2023-08-23,-0.3242697822623474,0,-0.0,1.6424159384562937
2023-08-30,0.2778533929613065,0,0.0,1.6424159384562937
2023-09-06,0.95009556169038,1,0.0,1.6424159384562937
2023-09-13,-0.0642389525368248,0,-0.0642389525368248,1.5369088589400755
2023-09-20,0.7683640303358614,1,0.0,1.5369088589400755
2023-09-27,0.2827727129833386,1,0.2827727129833386,1.9715047465906879
2023-10-04,0.2417833231892878,1,0.2417833231892878,2.4481817159048394
2023-10-11,-0.1112926059022105,1,-0.1112926059022105,2.175717193019645
2023-10-18,0.7842151289899431,1,0.7842151289899431,3.8819475321891823
2023-10-25,0.0,1,0.0,3.8819475321891823
